,retr_loss,test_acc,train_loss,test_loss
0,40.483386278152466,0.1,24.34096372127533,0.036026756381988524
1,33.88038182258606,0.1,29.529739499092102,0.12844985873699188
2,48.97545790672302,0.1,20.08836191892624,0.05886731884479523
3,46.90992450714111,0.1007,24.499068081378937,0.05297868592739105
4,36.00531792640686,0.0981,22.16337686777115,0.03256055192947388
5,27.772111177444458,0.0984,22.04282683134079,0.02555565037727356
6,37.62393045425415,0.1047,20.48944389820099,0.034088303399086
7,41.30522680282593,0.1048,19.553503274917603,0.028338526225090026
8,34.42885088920593,0.1,21.86527544260025,0.028932309985160828
9,28.662169218063354,0.1316,21.760401606559753,0.024547196912765502
10,27.579800724983215,0.1348,17.35254728794098,0.02439710443019867
11,38.474039793014526,0.1635,15.220395922660828,0.026559807801246643
12,23.703259348869324,0.1893,22.449710071086884,0.02228638672828674
13,24.485181093215942,0.1882,19.737661719322205,0.02254508545398712
14,19.907541155815125,0.1728,17.124984741210938,0.022836617970466613
15,23.180483102798462,0.2054,19.89857703447342,0.02358060564994812
16,20.529349446296692,0.21,19.406344056129456,0.022724111938476562
17,33.75812125205994,0.2032,14.176745772361755,0.023203608775138856
18,26.64367187023163,0.2033,18.28227659314871,0.024044193267822266
19,21.701067209243774,0.22,16.300157070159912,0.02366531643867493
20,25.001098155975342,0.2038,15.025791227817535,0.021939630019664765
21,31.825117826461792,0.2006,17.237434208393097,0.02230117771625519
22,23.97584307193756,0.2181,18.313407719135284,0.020976334059238433
23,21.837890625,0.2673,16.403512731194496,0.02064515233039856
24,22.235492944717407,0.2181,20.17752456665039,0.021116034877300262
25,20.919776618480682,0.2734,20.715266585350037,0.02142967847585678
26,19.283688187599182,0.2263,22.254818737506866,0.02001333738565445
27,23.924413323402405,0.1971,22.03362888097763,0.023521232151985167
28,22.021819829940796,0.2405,18.437337040901184,0.020353294479846955
29,25.700319409370422,0.2516,20.06595480442047,0.021099344420433045
30,28.990105628967285,0.2528,22.845011472702026,0.021490364396572113
31,20.783273339271545,0.2847,18.456149995326996,0.02004515333175659
32,18.062129199504852,0.2677,15.45084822177887,0.020461054289340974
33,22.908334255218506,0.2389,19.62625727057457,0.021598610067367553
