,retr_loss,test_acc,train_loss,test_loss
34,24.294576048851013,0.281,19.824331402778625,0.019689648973941803
35,19.031749308109283,0.278,16.45477783679962,0.019706922125816345
36,15.543567657470703,0.2858,16.372418463230133,0.020421963012218474
37,20.70510047674179,0.2988,15.439902424812317,0.02019180289506912
38,16.546440184116364,0.3027,17.114802330732346,0.0188517865896225
39,21.687305331230164,0.335,18.361720204353333,0.01887125769853592
40,20.37470006942749,0.3342,18.06591957807541,0.01904353138208389
41,20.582226157188416,0.3449,12.420574307441711,0.019805690693855287
42,18.77060830593109,0.3278,17.139770418405533,0.019624199032783507
43,19.109636187553406,0.3503,16.119661286473274,0.019789900636672974
44,17.346093475818634,0.3307,17.7775696516037,0.018751431024074554
45,15.622946679592133,0.3302,21.3073912858963,0.019504390168190004
46,13.200618743896484,0.3732,14.466126203536987,0.020158635377883913
47,20.19794499874115,0.3338,12.908415585756302,0.01974448093175888
48,16.27598750591278,0.3543,17.20286352187395,0.01858510674238205
49,14.881580293178558,0.3601,16.19824981689453,0.019526695370674134
50,19.99599438905716,0.3488,14.716342359781265,0.02039870536327362
51,20.237191915512085,0.3557,14.064045310020447,0.019801601362228395
52,17.428659319877625,0.2889,16.08014553785324,0.026986020791530608
53,22.02725350856781,0.3202,16.74540701508522,0.05180350465774536
54,14.847161591053009,0.3794,21.488033890724182,0.018118844103813172
55,10.397726207971573,0.3384,13.758720129728317,0.03234280562400818
56,15.467303097248077,0.3605,10.842591971158981,0.027602515292167663
57,17.872996032238007,0.3385,16.543837666511536,0.021819869112968446
58,17.466848731040955,0.3709,13.226229190826416,0.019660929071903227
59,16.737033307552338,0.3328,11.865684106945992,0.021086329138278962
60,17.16607677936554,0.3731,13.689413487911224,0.02307124397754669
61,15.253120303153992,0.4056,18.052573010325432,0.019508829963207245
62,19.287767827510834,0.3399,13.68628978729248,0.01920621017217636
63,19.787135064601898,0.3862,17.005799651145935,0.019514829444885255
64,15.781497120857239,0.3659,12.696467719972134,0.018905156993865968
65,15.0674929022789,0.4175,14.53950184583664,0.016740775990486144
66,12.637945652008057,0.385,10.609888806939125,0.019443362700939177
67,10.953592240810394,0.4013,12.720931249670684,0.017223200941085814
68,15.441346287727356,0.3675,10.397380620241165,0.024199333035945892
69,10.61023885011673,0.4232,11.263823568820953,0.02064392750263214
70,17.17142027616501,0.3925,11.788996398448944,0.03102790104150772
71,16.43089011311531,0.3647,20.025339126586914,0.01871423672437668
72,16.287141501903534,0.4235,11.585707783699036,0.017539409148693084
73,12.567242920398712,0.4379,13.055552363395691,0.018528630518913267
74,13.39623299241066,0.4025,10.93305978178978,0.019249069130420685
75,13.072868764400482,0.4394,9.254743725061417,0.01720924495458603
76,8.97488784790039,0.4184,10.454478710889816,0.017591989088058473
77,11.224755644798279,0.4433,12.806689739227295,0.01753037266731262
78,12.500724017620087,0.4398,15.680719457566738,0.017582905316352843
79,18.067166447639465,0.366,10.11815071105957,0.02053240374326706
80,9.609396010637283,0.4251,9.877552881836891,0.01760665031671524
81,14.902084231376648,0.3692,11.536026713438332,0.02440651695728302
82,9.732588976621628,0.4271,10.836626678705215,0.017542362570762634
83,12.50126102566719,0.431,12.339435458183289,0.018765590703487395
84,7.760668501257896,0.4313,11.974674705415964,0.021518377995491028
85,10.38605061918497,0.3953,7.659687548875809,0.020012969291210176
86,7.678404323756695,0.4269,13.319729164242744,0.019603339838981628
87,18.113491475582123,0.4051,12.836367011070251,0.024838997495174406
88,9.454929366707802,0.3763,14.60340376617387,0.09431054019927979
89,8.399419039487839,0.3947,11.733866751194,0.1664361584186554
90,7.86817429959774,0.4201,11.320732206106186,0.060626046860218046
91,8.854188583791256,0.4281,15.926035791635513,0.052855168187618255
92,6.722904443740845,0.4084,9.638736164197326,0.019732702803611755
93,8.854401290416718,0.4044,13.26059314981103,0.020812426483631134
94,10.906348258256912,0.43,9.958558559417725,0.019895765829086302
95,13.776766955852509,0.4329,8.721229955554008,0.019338686990737916
96,10.512212634086609,0.4033,9.30667319893837,0.02374880657196045
97,10.074670389294624,0.4745,7.012058392167091,0.015205134797096252
98,9.21125441789627,0.4187,9.924060970544815,0.018216989684104918
99,6.975176602602005,0.436,10.197341948747635,0.01675079165697098
