,train_acc,train_loss,test_loss
0,0.1264,15.218712091445923,0.03631152069568634
1,0.1179,18.87448251247406,0.02642641625404358
2,0.1003,19.94733166694641,0.0302678617477417
3,0.1403,21.24819576740265,0.023454061079025267
4,0.128,19.023558139801025,0.023551102232933045
5,0.1506,19.61230731010437,0.030254161167144775
6,0.1465,17.855425715446472,0.03035160872936249
7,0.1807,18.2835533618927,0.023257522869110106
8,0.1621,16.982206225395203,0.03138346364498138
9,0.16,18.729402542114258,0.027183399868011476
10,0.178,20.650190711021423,0.02608309211730957
11,0.1958,21.338760256767273,0.023767711162567137
12,0.1828,19.118703961372375,0.02064455398321152
13,0.1703,16.945071578025818,0.024727020597457884
14,0.171,16.547717094421387,0.02440264813899994
15,0.2054,16.819917798042297,0.023372084641456604
16,0.1825,16.82035982608795,0.025100786280632018
17,0.1775,15.007994771003723,0.02825951974391937
18,0.2193,17.24548327922821,0.022221019458770752
19,0.2446,16.276306748390198,0.019383078861236573
20,0.2268,16.7184876203537,0.021506535315513612
21,0.2525,17.631351828575134,0.022138000404834747
22,0.2198,16.536441802978516,0.019735149383544922
23,0.2435,15.293597221374512,0.01944825531244278
24,0.1989,16.16284841299057,0.022340903151035308
25,0.2107,17.109665751457214,0.019637509727478027
26,0.2126,15.383532226085663,0.019900362074375153
27,0.1531,16.837761282920837,0.023404412865638734
28,0.2375,15.079703032970428,0.02036045672893524
29,0.1532,14.771802425384521,0.02406599290370941
30,0.2122,15.558325052261353,0.02020259265899658
31,0.2683,15.478702664375305,0.019359035885334015
32,0.2143,15.673451125621796,0.01948850703239441
33,0.3088,16.792096614837646,0.018006874072551728
34,0.2367,15.123512148857117,0.01905496826171875
35,0.2747,15.62258231639862,0.019763394618034363
36,0.2033,15.95462954044342,0.020917636740207673
37,0.2465,14.627400577068329,0.019157018947601318
38,0.2929,14.341227889060974,0.019108743023872374
39,0.2595,14.986752331256866,0.019224928629398345
40,0.2578,15.067970514297485,0.0197232310295105
41,0.2861,15.050075888633728,0.01861982582807541
42,0.2516,15.163190960884094,0.02007985590696335
43,0.284,16.613057851791382,0.01920733995437622
44,0.3089,14.144976258277893,0.018537812459468842
45,0.2985,14.879591524600983,0.018402189016342163
46,0.2294,13.951459288597107,0.020421829080581665
47,0.2553,15.279725909233093,0.018965486109256743
48,0.335,14.62943160533905,0.017218530249595642
49,0.2677,14.806489825248718,0.019986027014255524
50,0.2889,13.169722974300385,0.02031750668287277
51,0.2923,13.578404307365417,0.018432395374774934
52,0.3171,15.29047018289566,0.018210754597187042
53,0.2611,17.129271268844604,0.018594554030895234
54,0.2822,12.807247340679169,0.018268835067749022
55,0.295,15.475496768951416,0.017992691445350647
56,0.3436,15.412400245666504,0.01753153339624405
57,0.3466,12.95963203907013,0.016669301056861877
58,0.3419,12.676130294799805,0.01718062391281128
59,0.2993,13.627256333827972,0.018028435683250427
60,0.353,14.935553193092346,0.01643635833263397
61,0.366,14.539705753326416,0.016408914816379547
62,0.3532,12.996282398700714,0.016617181432247163
63,0.3308,13.223537623882294,0.01723243305683136
64,0.3303,13.14338606595993,0.01831155285835266
65,0.3593,14.332055687904358,0.01605038343667984
66,0.3213,14.064910173416138,0.017293435657024382
67,0.372,14.01943838596344,0.016411106038093568
68,0.3667,14.947856903076172,0.016457301771640776
69,0.3357,15.02092957496643,0.017400869059562684
70,0.2932,14.037045240402222,0.019044922959804533
71,0.3322,14.941346406936646,0.016703139114379883
72,0.3234,13.797184586524963,0.017739455342292786
73,0.3729,16.942432522773743,0.01628984820842743
74,0.3655,15.116605162620544,0.017126786875724793
75,0.311,13.31053876876831,0.017900401544570923
76,0.3491,13.741549849510193,0.016790672981739044
77,0.2858,12.168315827846527,0.01846184859275818
78,0.2331,14.521220803260803,0.026059367084503175
79,0.3673,13.923003315925598,0.016882123851776124
80,0.2622,13.741336584091187,0.022483382201194762
81,0.3917,14.745805740356445,0.01733069521188736
82,0.3528,13.720692038536072,0.01737789604663849
83,0.3346,18.34060025215149,0.01849034072160721
84,0.3958,13.0323765873909,0.0157669322013855
85,0.3762,13.12482875585556,0.016458917021751403
86,0.3955,14.71302855014801,0.015569981122016907
87,0.3931,14.87189519405365,0.01622873479127884
88,0.3919,13.797579288482666,0.01563174819946289
89,0.3403,12.963642477989197,0.01643374843597412
90,0.2911,12.523239016532898,0.02214009600877762
91,0.383,12.09999817609787,0.01682377005815506
92,0.292,13.30883526802063,0.02083242574930191
93,0.4143,12.320415258407593,0.01586023975610733
94,0.3901,11.641455829143524,0.016200339794158934
95,0.4416,13.256089448928833,0.014739708149433137
96,0.2917,12.435843288898468,0.01879940872192383
97,0.3996,12.551281929016113,0.015955526494979857
98,0.4227,11.850400611758232,0.015357100665569305
99,0.4275,12.626488208770752,0.015466246950626374
