,train_acc,train_loss,test_loss
0,0.2712,23.192458391189575,0.06726324779987335
1,0.3922,18.90483069419861,0.05296861766576767
2,0.3999,16.799908995628357,0.051798346269130706
3,0.4214,17.247794270515442,0.048932874143123625
4,0.4546,15.386244416236877,0.047244583541154864
5,0.4736,14.537292122840881,0.047756266832351686
6,0.5104,13.845828771591187,0.0418354183614254
7,0.4976,13.86928939819336,0.04357633649706841
8,0.5449,13.272539496421814,0.03932718035578728
9,0.5435,14.643112778663635,0.039931677359342575
10,0.5482,13.941960096359253,0.040126582938432694
11,0.5625,10.432535529136658,0.03841492601633072
12,0.5837,12.46672111749649,0.03713224717974663
13,0.5576,10.273914813995361,0.038942422395944594
14,0.6022,11.451834440231323,0.0349772299438715
15,0.6265,11.391254425048828,0.033418582248687746
16,0.6181,9.7042156457901,0.03354390475153923
17,0.647,10.739178597927094,0.03160837158560753
18,0.6114,9.58705359697342,0.035497979152202604
19,0.6541,11.027353167533875,0.03128152487576008
20,0.5967,9.847437918186188,0.037378308439254763
21,0.6758,9.347073674201965,0.029169629111886024
22,0.6684,9.18040668964386,0.029852832576632498
23,0.6985,8.553365588188171,0.027550668606162072
24,0.698,9.742945790290833,0.027855180844664575
25,0.6713,8.985763996839523,0.030346830412745475
26,0.6995,9.051226913928986,0.02790380900502205
27,0.7022,8.28847873210907,0.028528272792696954
28,0.6936,7.60757714509964,0.028002025380730627
29,0.7024,7.904148757457733,0.02671701095998287
30,0.723,7.167946100234985,0.02589268276691437
31,0.721,6.167355507612228,0.02576662336587906
32,0.7318,9.813394963741302,0.024727705928683282
33,0.7364,6.432489201426506,0.024073179784417153
34,0.7177,7.213964253664017,0.027007166689634324
35,0.7498,7.251712322235107,0.02332211682200432
36,0.7767,7.772398889064789,0.020765806320309638
37,0.7381,7.987058639526367,0.02427654637247324
38,0.751,7.575068473815918,0.023359764455258846
39,0.7651,8.998346000909805,0.021112499326467513
40,0.7613,6.330525040626526,0.021400626254081727
41,0.767,6.252425491809845,0.021996208587288856
42,0.7589,4.785140037536621,0.022733250318467617
43,0.767,6.922404885292053,0.021152195017039774
44,0.7821,6.380800724029541,0.02001002553254366
45,0.7909,6.736704736948013,0.019085042331367732
46,0.7851,5.859883248806,0.019956510877609253
47,0.7921,6.711248904466629,0.018945233272016047
48,0.8098,6.6119624972343445,0.017903737959265708
49,0.7845,6.9274789690971375,0.01955816033035517
50,0.7954,5.258837521076202,0.01897797014415264
51,0.8118,5.529463887214661,0.017400256225466728
52,0.7812,5.109380945563316,0.020662825646996497
53,0.8011,7.341059029102325,0.019089088313281537
54,0.7856,5.776264846324921,0.019559455780684947
55,0.7992,5.643122047185898,0.01851897700279951
56,0.8061,4.549570769071579,0.018541516801714897
57,0.7863,4.333031252026558,0.019902845896780492
58,0.8135,5.765510588884354,0.017262045542895794
59,0.8007,5.791262671351433,0.018622908471524716
60,0.8112,5.097448438405991,0.01780883046090603
61,0.8035,5.1070979833602905,0.01851981011107564
62,0.8133,4.805958718061447,0.017504964546114207
63,0.7986,4.747634634375572,0.018580148167908192
64,0.8065,4.712613582611084,0.01807117671370506
65,0.7992,5.156432658433914,0.018721708184480667
66,0.8088,6.392366707324982,0.017549240745604038
67,0.812,5.386837750673294,0.01699107555896044
68,0.8149,5.557337790727615,0.01716697799414396
69,0.8237,6.596622675657272,0.01579883731752634
70,0.8201,4.2396204471588135,0.017006219136714934
71,0.8258,5.3699925392866135,0.01609112892523408
72,0.8128,4.293361961841583,0.017431629714369772
73,0.8046,4.628745511174202,0.018090302655100823
74,0.8171,4.669312044978142,0.01706468422561884
75,0.8242,5.23696893453598,0.016346861926466227
76,0.8206,4.294147282838821,0.01699791337698698
77,0.8442,3.690301388502121,0.014824838776141405
78,0.7999,4.358408987522125,0.018586275053024293
79,0.8064,4.911820784211159,0.01835275022238493
80,0.8284,3.9984979927539825,0.01602317432165146
81,0.8284,4.088512718677521,0.015536173794418573
82,0.8353,4.984213322401047,0.015150591822713614
83,0.8271,4.808066368103027,0.016198387630283834
84,0.8211,4.707029052078724,0.01631164554283023
85,0.83,4.758573263883591,0.016062455539405347
86,0.8358,4.439154177904129,0.015453656882047653
87,0.8392,5.0460726618766785,0.015237741529941558
88,0.8441,3.762003555893898,0.01464940316155553
89,0.8335,3.9939844980835915,0.01610767432898283
90,0.8348,5.012196660041809,0.01600415237545967
91,0.844,5.777422875165939,0.014645031867176294
92,0.8436,4.442804709076881,0.015208139980584384
93,0.8325,3.1421639174222946,0.016747859375178815
94,0.8176,4.5639282166957855,0.017517503566294907
95,0.8466,4.81629903614521,0.01472078751400113
96,0.8449,3.34105833619833,0.014829324302077293
97,0.8314,3.8278662264347076,0.016035167668014765
98,0.8376,4.06116309762001,0.015306587513536215
99,0.845,4.789538219571114,0.014555726362764835
