,train_acc,train_loss,test_loss
0,0.1978,17.574296534061432,0.027400201678276063
1,0.243,19.665454983711243,0.03437897367477417
2,0.293,25.845381498336792,0.019299278616905214
3,0.2128,18.37099027633667,0.020751662063598634
4,0.2742,17.399925351142883,0.022862972557544707
5,0.2246,13.572209417819977,0.023001747584342955
6,0.2176,16.22469288110733,0.023382735538482666
7,0.234,16.094503343105316,0.03502958934307098
8,0.3317,15.494399219751358,0.019155297768115996
9,0.3584,15.84888744354248,0.019030711090564728
10,0.2886,20.784708082675934,0.022165594983100893
11,0.371,17.275453746318817,0.017067167401313782
12,0.3606,16.468047618865967,0.019348809111118317
13,0.2754,13.688394546508789,0.02248376259803772
14,0.2688,15.348620057106018,0.025356594586372374
15,0.4028,17.996535897254944,0.017070716214179993
16,0.3315,17.767188668251038,0.019578925836086274
17,0.4398,12.43238216638565,0.015200781631469727
18,0.2608,16.317692756652832,0.026089279508590697
19,0.3844,13.968429207801819,0.01589048476219177
20,0.2754,12.61656129360199,0.02599489712715149
21,0.3761,20.132355451583862,0.017198790490627287
22,0.3306,15.858649671077728,0.01821558949947357
23,0.3198,14.052064955234528,0.021947778260707856
24,0.3147,13.347745478153229,0.02845337553024292
25,0.2583,12.499757438898087,0.023552858126163482
26,0.3523,11.45345401763916,0.017026179814338686
27,0.4061,14.214841365814209,0.01617526751756668
28,0.4315,13.19541472196579,0.01605786770582199
29,0.3815,13.350860893726349,0.016657244217395784
30,0.3739,13.16788136959076,0.03170052540302277
31,0.3561,11.318136155605316,0.022312657475471495
32,0.4716,13.137477278709412,0.015370126819610596
33,0.453,10.312426745891571,0.01618201743364334
34,0.4769,13.907886266708374,0.014094950330257415
35,0.461,10.362363398075104,0.01782659149169922
36,0.5854,12.522689402103424,0.011638379746675491
37,0.4071,9.684092581272125,0.01882253074645996
38,0.3681,13.392949521541595,0.019442504787445067
39,0.5802,17.09358835220337,0.012043010210990905
40,0.541,13.072994410991669,0.012773981165885925
41,0.5271,11.142193615436554,0.013705694407224656
42,0.5606,13.714222252368927,0.012317983865737915
43,0.4772,11.574380576610565,0.016512592136859894
44,0.5076,10.538763642311096,0.013440960264205933
45,0.5333,12.593758821487427,0.013077562654018403
46,0.6485,13.294244468212128,0.009980130136013031
47,0.6225,13.550916373729706,0.010561923146247864
48,0.4328,10.503375589847565,0.01622949237823486
49,0.6225,11.047711476683617,0.01096470181941986
50,0.5191,10.458798885345459,0.013592990696430206
51,0.5854,16.1405308842659,0.01173596493601799
52,0.5324,10.90661707520485,0.013068220168352128
53,0.6293,12.412637889385223,0.010241316437721252
54,0.5433,12.050941169261932,0.014447471249103547
55,0.547,13.858558475971222,0.012261441403627395
56,0.4409,8.594982773065567,0.015342529594898223
57,0.561,10.50730875134468,0.012225597405433655
58,0.5727,9.072055779397488,0.012818151277303695
59,0.618,10.054865509271622,0.01121262253522873
60,0.5604,10.28496378660202,0.012688686120510101
61,0.6193,10.918677806854248,0.010787521260976792
62,0.6242,10.272297203540802,0.011110234785079956
63,0.5746,7.103537708520889,0.011642490577697754
64,0.6618,8.84661217033863,0.009411639952659607
65,0.5267,11.179357826709747,0.014069156765937806
66,0.5821,9.669636130332947,0.012214056587219238
67,0.5813,7.186565607786179,0.01244434095621109
68,0.5417,9.499328941106796,0.013959619104862214
69,0.6878,8.01378944516182,0.00879319366812706
70,0.4218,5.3466006219387054,0.019507927107810973
71,0.6288,7.716535020619631,0.011211072129011155
72,0.686,10.492540508508682,0.009094237101078033
73,0.6141,7.668539106845856,0.010536089658737183
74,0.7039,8.451075255870819,0.008618684104084968
75,0.6135,6.751029819250107,0.011134937852621079
76,0.7299,7.4213743805885315,0.0077816177189350124
77,0.6647,11.74698320031166,0.009618321412801743
78,0.5878,8.871648579835892,0.011510256773233413
79,0.5793,8.4334075152874,0.012619407725334167
80,0.5406,8.060268133878708,0.015410024344921112
81,0.6077,7.423377364873886,0.011116875410079956
82,0.6597,8.523811846971512,0.010002273154258728
83,0.7323,9.101267665624619,0.007602896824479103
84,0.6292,9.729511499404907,0.010995714020729064
85,0.7101,7.086178362369537,0.008204262959957123
86,0.5046,6.463499218225479,0.015337533462047578
87,0.671,7.382380425930023,0.009621530735492706
88,0.6014,8.130367577075958,0.012389200204610824
89,0.7456,6.788748100399971,0.0072977547019720075
90,0.6588,7.604601435363293,0.010202592033147813
91,0.635,7.171175479888916,0.010443879437446594
92,0.687,9.402794318273664,0.008678864151239396
93,0.5791,7.4256444573402405,0.012092473977804184
94,0.7285,6.780037730932236,0.0075755041003227235
95,0.5421,6.055356465280056,0.014021514880657195
96,0.6079,6.030141726136208,0.011196276742219924
97,0.589,6.395872302353382,0.012622452133893966
98,0.6782,9.028126001358032,0.00983255159854889
99,0.6494,10.43661817908287,0.010253042310476303
