,train_acc,train_loss,test_loss
0,0.1533,23.88501274585724,0.02197207989692688
1,0.2525,20.95036542415619,0.020187027990818025
2,0.287,21.5937922000885,0.0192761736035347
3,0.3122,17.951380372047424,0.018197414553165436
4,0.3056,19.841988801956177,0.018146768856048583
5,0.3656,17.756614804267883,0.01726070659160614
6,0.3819,16.612304210662842,0.01685549703836441
7,0.3844,16.81177246570587,0.016338837802410126
8,0.3883,16.362696290016174,0.016537263345718384
9,0.4108,15.637028574943542,0.01620719211101532
10,0.3843,16.186704754829407,0.016304439306259154
11,0.3987,15.709238767623901,0.01610740693807602
12,0.4094,17.338057160377502,0.01612920868396759
13,0.3719,17.212494492530823,0.016409480273723603
14,0.4395,15.792059183120728,0.01516531412601471
15,0.4551,15.575160145759583,0.014623160350322724
16,0.4518,16.322389602661133,0.01471421858072281
17,0.4669,16.245809197425842,0.014572604537010193
18,0.4692,14.892345070838928,0.014501347732543945
19,0.4721,15.362115025520325,0.01485946477651596
20,0.4825,13.50250655412674,0.014169786465168
21,0.4738,13.129141360521317,0.014327909529209136
22,0.463,15.065662741661072,0.014763357937335969
23,0.4974,14.902795553207397,0.013568121874332428
24,0.4978,12.615177989006042,0.013719804406166077
25,0.4771,14.627226710319519,0.014189124965667724
26,0.4311,17.201241374015808,0.01520264722108841
27,0.4976,14.650747537612915,0.013700304877758026
28,0.5172,12.998722195625305,0.01339695417881012
29,0.5159,12.53454077243805,0.01338350020647049
30,0.51,12.788728058338165,0.013535688364505768
31,0.5313,11.143028378486633,0.013123185420036316
32,0.5579,13.001404941082,0.012204649657011032
33,0.5429,10.753637701272964,0.012570012098550796
34,0.549,14.280867755413055,0.012263915818929673
35,0.5612,11.251239895820618,0.012319421398639679
36,0.5704,12.365423500537872,0.011830325645208358
37,0.5375,10.075871616601944,0.012749606931209564
38,0.5591,12.787023067474365,0.012172311156988145
39,0.5638,11.55383163690567,0.012139958387613297
40,0.5702,11.918850898742676,0.012167454743385315
41,0.587,12.05664473772049,0.01149958497285843
42,0.5885,10.377132952213287,0.011564313501119614
43,0.5802,10.96550190448761,0.011647095656394959
44,0.5739,11.219076752662659,0.01194762259721756
45,0.5763,8.916821658611298,0.011849564385414124
46,0.5998,10.977702021598816,0.011315240734815598
47,0.541,11.009193539619446,0.012876700854301452
48,0.5823,12.155103862285614,0.011752693635225296
49,0.5054,12.609844028949738,0.01437298127412796
50,0.5816,11.886084258556366,0.011381438845396042
51,0.6044,11.02250361442566,0.010885774505138397
52,0.6021,8.916876316070557,0.01118704851269722
53,0.6126,9.848718225955963,0.010771149891614915
54,0.6097,10.10755404829979,0.011125527799129486
55,0.6202,9.455527648329735,0.010588633513450622
56,0.581,10.34961861371994,0.011795668894052506
57,0.5867,10.162678390741348,0.011672077465057372
58,0.5958,10.94696044921875,0.011102647495269775
59,0.6105,11.141467869281769,0.01088602991104126
60,0.5846,9.913405746221542,0.011754737907648086
61,0.6172,9.886024415493011,0.010774563956260681
62,0.6155,9.341638505458832,0.010618436419963836
63,0.6343,8.252233505249023,0.010280596327781678
64,0.5996,9.598701119422913,0.011396376538276673
65,0.615,11.321417421102524,0.010953414869308472
66,0.6185,10.380823075771332,0.010537994462251662
67,0.6115,9.801578015089035,0.010831749826669693
68,0.6379,9.45836228132248,0.010082519441843033
69,0.6134,11.775038242340088,0.01072794133424759
70,0.6356,11.002833783626556,0.010257491213083267
71,0.6502,9.974191963672638,0.009791164010763168
72,0.6469,8.789968252182007,0.009919441658258438
73,0.6454,9.719237267971039,0.009887553405761718
74,0.6258,9.766763657331467,0.010681017047166824
75,0.5738,9.350967705249786,0.01261020381450653
76,0.6491,7.695746600627899,0.009866903740167618
77,0.6296,8.985791772603989,0.010375002336502076
78,0.6215,9.1552295088768,0.010690100181102752
79,0.6302,8.692163079977036,0.010474264085292817
80,0.655,12.251023530960083,0.009777437734603881
81,0.588,10.717611312866211,0.011655313324928284
82,0.616,10.608264684677124,0.01094260048866272
83,0.6451,7.12797886133194,0.009965467453002929
84,0.6714,8.021618276834488,0.009229572278261185
85,0.646,12.265561521053314,0.010141809350252152
86,0.6425,9.103309392929077,0.010087877959012986
87,0.6739,9.410774439573288,0.009209022265672684
88,0.6389,10.429127961397171,0.010255944740772247
89,0.6479,10.0685875415802,0.010329358607530594
90,0.6492,8.481079459190369,0.009754771864414214
91,0.6396,8.86986393481493,0.010048879104852677
92,0.6643,7.896631598472595,0.009478488427400589
93,0.6563,7.748220682144165,0.009762342083454133
94,0.6531,9.764824211597443,0.009763786602020263
95,0.6565,7.59551003575325,0.009592074406147004
96,0.6772,9.042897194623947,0.009147175598144531
97,0.6673,8.908512473106384,0.009364273035526276
98,0.6837,6.9778880923986435,0.008858392125368118
99,0.6849,9.20249330997467,0.008921382868289947
